dataset_id,split,engine_id,cycle,anomaly_score,anomaly_raw
DS04,train,1,1,0.07244948954939268,55.321523621825236
DS04,train,1,2,9.028566783086944e-11,19.542136431647414
DS04,train,1,3,6.483620385022704e-08,25.354081509599
DS04,train,1,4,1.212934464644988e-06,28.79206236204294
DS04,train,1,5,3.1176161652268775e-10,20.4829189964399
DS04,train,1,6,9.240789611286715e-08,25.735442417666476
DS04,train,1,7,4.02800022553107e-05,34.010483595489085
DS04,train,1,8,2.370214025049222e-10,20.26961196053432
DS04,train,1,9,6.064727431365213e-08,25.283153460736624
DS04,train,1,10,0.00011724338166607673,35.94147201429212
DS04,train,1,11,0.9184288457249306,89.29900776976416
DS04,train,1,12,9.173772852477668e-13,16.52038166659537
DS04,train,1,13,1.8506045380561886e-05,32.71877159792358
DS04,train,1,14,2.5135691687161454e-05,33.2168001316086
DS04,train,1,15,1.5244624832932985e-05,32.410128815591996
DS04,train,1,16,3.2877428235433825e-07,27.175559070168685
DS04,train,1,17,2.4344903870598955e-10,20.290300910855375
DS04,train,1,18,0.00980169978144152,46.98352685858777
DS04,train,1,19,0.004864831841395412,44.76079409996275
DS04,train,1,20,1.1176681580238323e-08,23.580909857549408
DS04,train,1,21,2.1682655670929307e-13,15.697134458263037
DS04,train,1,22,5.441923578430874e-10,20.926057207555864
DS04,train,1,23,6.661338147750939e-16,12.84408416767877
DS04,train,1,24,8.183946184181501e-06,31.4529039504634
DS04,train,1,25,7.283063041541027e-14,15.109101785290546
DS04,train,1,26,4.304936732835163e-05,34.12511908645547
DS04,train,1,27,0.9064335867641049,88.25806957776872
DS04,train,1,28,0.009034288498983245,46.711209737665456
DS04,train,1,29,3.298886386282618e-09,22.45451700100231
DS04,train,1,30,1.0894618540646661e-12,16.622142365667514
DS04,train,1,31,0.34014458686959936,66.52882904519198
DS04,train,1,32,1.97922855882382e-09,22.005678956306213
DS04,train,1,33,0.9999999937916085,162.40682410584378
DS04,train,1,34,5.372036149253745e-12,17.606202932638766
DS04,train,1,35,5.871747532637528e-12,17.663263852167255
DS04,train,1,36,1.6654055912113108e-10,19.999408920476444
DS04,train,1,37,7.325395845469984e-09,23.181903550350384
DS04,train,1,38,0.9988848192441708,114.30589915700406
DS04,train,1,39,2.3899703105456638e-08,24.32429980581029
DS04,train,1,40,0.0075443573616832404,46.12262160949823
DS04,train,1,41,0.0005543079471027612,39.14782015370304
DS04,train,1,42,0.00011733116099377217,35.94289530850568
DS04,train,1,43,5.813763803708127e-09,22.967739258014863
DS04,train,1,44,1.9947591499369643e-05,32.83956492478404
DS04,train,1,45,4.5063952569535104e-13,16.107987263462277
DS04,train,1,46,2.311139778665705e-06,29.647838911391005
DS04,train,1,47,3.774125456601496e-10,20.63346753380015
DS04,train,1,48,2.0337265638104007e-05,32.870845855580725
DS04,train,1,49,4.2683503031604175e-05,34.11036558196621
DS04,train,1,50,9.451831690499013e-05,35.53605016324565
DS04,train,1,51,1.4158070271719225e-09,21.718204452836005
DS04,train,1,52,2.5733937203398227e-10,20.333297705157186
DS04,train,1,53,6.0899836915484507e-05,34.73462901022085
DS04,train,1,54,1.9509686721708164e-07,26.568770920891463
DS04,train,1,55,3.7397982455278367e-07,27.328660482378893
DS04,train,1,56,0.4755233108290813,70.60422596834651
DS04,train,1,57,5.246393319779941e-10,20.89654508638346
DS04,train,1,58,1.1087091800199289e-08,23.573216344592367
DS04,train,1,59,0.1757541776852376,60.78546390437259
DS04,train,1,60,0.0023200376858982796,42.66010103127842
DS04,train,1,61,0.0008446776769270858,40.117091704013006
DS04,train,1,62,3.3402502985779847e-10,20.537084518420933
DS04,train,1,63,3.723604757865928e-10,20.622800960226485
DS04,train,1,64,4.639310868581603e-06,30.62057763105362
DS04,train,1,65,7.670770685308526e-10,21.205758433850004
DS04,train,1,66,1.2193628986523208e-05,32.060807761378726
DS04,train,1,67,2.660094367001875e-13,15.810608278402176
DS04,train,1,68,5.083825172058631e-06,30.752233080515005
DS04,train,1,69,0.19972699651471393,61.74526540281519
DS04,train,1,70,0.0,11.735081419726868
DS04,train,1,71,3.6683040458562743e-06,30.286935631529303
DS04,train,1,72,1.3427803313703635e-10,19.83695233077643
DS04,train,1,73,3.5860203695392556e-14,14.742128949509885
DS04,train,1,74,0.0006349038953350483,39.4549462714819
DS04,train,1,75,0.20230828725940642,61.8448964997026
DS04,train,1,76,4.081566196134645e-10,20.69560155409318
DS04,train,1,77,4.336203508104042e-05,34.13763739363178
DS04,train,1,78,2.937635311783815e-06,29.976857781165755
DS04,train,1,79,4.49976822469722e-09,22.73363621396706
DS04,train,1,80,9.399700163559288e-06,31.661815967168707
DS04,train,1,81,0.0002610011256073408,37.526819118058654
DS04,train,1,82,7.157611404684516e-07,28.121065203684957
DS04,train,1,83,0.0004993496706219291,38.91485516730567
DS04,train,1,84,0.0008440616737471762,40.11537054902991
DS04,train,1,85,0.003089805882892427,43.446219452246595
DS04,train,1,86,0.9998397568165036,123.3043529545388
DS04,train,1,87,0.01779907964598071,49.10439641458402
DS04,train,2,1,0.00012384873619120107,36.045984802878785
DS04,train,2,2,5.856540265025689e-05,34.66496696137361
DS04,train,2,3,1.089017764854816e-12,16.621871343370056
DS04,train,2,4,0.9981362111513358,111.7673235408895
DS04,train,2,5,1.206970079437042e-10,19.75716699599254
DS04,train,2,6,3.327314102019585e-08,24.6587273292289
DS04,train,2,7,0.00037100632271658274,38.26689662994761
DS04,train,2,8,1.3033973900178353e-10,19.814634012896065
DS04,train,2,9,2.687253974897885e-09,22.272809866790112
DS04,train,2,10,0.0001761339618819857,36.73144022339241
DS04,train,2,11,0.0006905627338723574,39.647522279755094
DS04,train,2,12,1.2655978487430275e-09,21.62314158084965
DS04,train,2,13,2.312745055454979e-05,33.0800518328517
DS04,train,2,14,9.176107336195116e-07,28.43395845297365
DS04,train,2,15,7.272665423052604e-05,35.054177877041376
DS04,train,2,16,5.871766284304414e-08,25.24892264450376
DS04,train,2,17,2.1436186159462522e-12,17.03064828885519
DS04,train,2,18,2.0300172653975324e-10,20.150377414168787
DS04,train,2,19,0.14848991072904072,59.60074970019467
DS04,train,2,20,6.366102089927494e-10,21.05322042667782
DS04,train,2,21,0.00033142333339597485,38.02638789383149
DS04,train,2,22,4.390502406081964e-10,20.753723672173358
DS04,train,2,23,3.211086951893094e-11,18.801500081437062
DS04,train,2,24,2.1610491174328672e-12,17.035613339545385
DS04,train,2,25,6.514788708500419e-13,16.320175838777175
DS04,train,2,26,8.265854001265893e-08,25.61452142478683
DS04,train,2,27,1.1560641333119293e-10,19.725046966563056
DS04,train,2,28,2.0419974600116575e-09,22.03274292853517
DS04,train,2,29,0.14958249339784524,59.650540951329134
DS04,train,2,30,3.3884672845374553e-09,22.4784133722855
DS04,train,2,31,1.6488526877189713e-08,23.957012360008623
DS04,train,2,32,1.2452340270030504e-09,21.609440867133763
DS04,train,2,33,8.966804254662009e-08,25.702714810378417
DS04,train,2,34,3.443474394515533e-08,24.69379899678684
DS04,train,2,35,1.5432100042289676e-14,14.319177607499048
DS04,train,2,36,3.779199175824033e-13,16.00800798885573
DS04,train,2,37,3.295475003994852e-12,17.296972793327313
DS04,train,2,38,1.4363188416410821e-10,19.887565571500936
DS04,train,2,39,0.2549839548565417,63.75706816679584
DS04,train,2,40,5.884487341845102e-10,20.989310490115074
DS04,train,2,41,6.0527513889852e-08,25.281058857644602
DS04,train,2,42,1.2773493041629003e-05,32.132945122222424
DS04,train,2,43,3.408190080156359e-07,27.218182966974396
DS04,train,2,44,4.623040566664738e-05,34.24879952368278
DS04,train,2,45,4.7682739560128695e-06,30.659930943633398
DS04,train,2,46,1.0209069145616922e-08,23.49455580280666
DS04,train,2,47,1.2154007177134218e-05,32.05576458106077
DS04,train,2,48,7.39676689898161e-08,25.49488956997142
DS04,train,2,49,2.0384788706695467e-05,32.874623198048866
DS04,train,2,50,7.82262588039373e-10,21.221886985262426
DS04,train,2,51,1.7501777804795893e-11,18.38409647395813
DS04,train,2,52,1.5765166949677223e-13,15.52238664824721
DS04,train,2,53,1.439977026507222e-10,19.889480920532883
DS04,train,2,54,6.20008933083227e-10,21.031723748377125
DS04,train,2,55,0.019849544305877154,49.519082570975186
DS04,train,2,56,0.005378261846720633,45.06382603589254
DS04,train,2,57,4.4220183070819985e-13,16.097186052875657
DS04,train,2,58,5.493573262960183e-09,22.91567983705621
DS04,train,2,59,8.21333999952989e-05,35.27631255848661
DS04,train,2,60,5.606690217985211e-06,30.89414656151411
DS04,train,2,61,0.0001012072939557962,35.66378820014971
DS04,train,2,62,5.518664858428224e-09,22.919861400338462
DS04,train,2,63,6.826997855924333e-10,21.110232020519273
DS04,train,2,64,2.8741896529460575e-08,24.50993254480447
DS04,train,2,65,5.56648172000962e-10,20.94433823385154
DS04,train,2,66,7.942250661252537e-06,31.407994955917786
DS04,train,2,67,1.011944234075024e-06,28.558732191033258
DS04,train,2,68,0.003590533175292343,43.871378561496634
DS04,train,2,69,0.001984329368125315,42.24430872462993
DS04,train,2,70,1.1309647197643713e-06,28.70158406951379
DS04,train,2,71,1.252257596950912e-06,28.833470456261487
DS04,train,2,72,0.0005519447973598712,39.13823277986464
DS04,train,2,73,0.0024296064740002565,42.78457781856549
DS04,train,3,1,7.067492644308171e-05,35.002289820643455
DS04,train,3,2,5.265307932988961e-07,27.741826995784532
DS04,train,3,3,7.788031034516862e-07,28.226765344811227
DS04,train,3,4,5.508766357742445e-06,30.868523498781258
DS04,train,3,5,0.012808047495143637,47.905384261362286
DS04,train,3,6,2.135575497219655e-06,29.540761394491142
DS04,train,3,7,5.750576681506914e-10,20.97066025322561
DS04,train,3,8,4.312971091380291e-10,20.73951031379667
DS04,train,3,9,0.1479290430877903,59.57510562016557
DS04,train,3,10,7.937865323237592e-05,35.21375011138363
DS04,train,3,11,0.0004480065802465738,38.675700764415
DS04,train,3,12,1.348732237005379e-11,18.208657241245046
DS04,train,3,13,0.006903188029567353,45.83907114535308
DS04,train,3,14,3.0716984511514056e-11,18.770552247848048
DS04,train,3,15,1.2581169439584983e-10,19.78816953386942
DS04,train,3,16,1.0904056546579e-09,21.497752545970712
DS04,train,3,17,2.413084176922098e-10,20.283468948095848
DS04,train,3,18,2.4081094844974338e-05,33.14628629090879
DS04,train,3,19,2.5110025170249628e-11,18.630855383689806
DS04,train,3,20,1.609766173693572e-07,26.35050530903819
DS04,train,3,21,0.0009554184919985387,40.40994093762252
DS04,train,3,22,3.395972113307e-05,33.71935746169535
DS04,train,3,23,8.120142983236711e-06,31.441168465677073
DS04,train,3,24,1.0026180652378258e-07,25.824459371631008
DS04,train,3,25,0.007828760251825218,46.24200572372446
DS04,train,3,26,2.765881967903283e-09,22.298238157349346
DS04,train,3,27,4.771216752352814e-06,30.660817441227508
DS04,train,3,28,9.286271751562936e-11,19.562843573583365
DS04,train,3,29,1.1375228370358315e-07,25.96314135224508
DS04,train,3,30,0.002012643384825874,42.28163360685258
DS04,train,3,31,1.7715828803943623e-12,16.91428810051393
DS04,train,3,32,2.9916131749629926e-07,27.064233560205324
DS04,train,3,33,3.025070971496291e-09,22.37748062082362
DS04,train,3,34,1.1102230246251565e-15,13.073435341821119
DS04,train,3,35,2.075009324664645e-05,32.903393435068594
DS04,train,3,36,0.025145845139287748,50.45141179434711
DS04,train,3,37,5.591083152012288e-13,16.231672349917826
DS04,train,3,38,1.0761391777691642e-12,16.61478873288732
DS04,train,3,39,7.872998919467022e-10,21.227171691678162
DS04,train,3,40,5.101794777473412e-05,34.42109040278839
DS04,train,3,41,5.6764073441684104e-09,22.94574614418527
DS04,train,3,42,1.3298856460508546e-09,21.665066768287538
DS04,train,3,43,1.3245646712789494e-07,26.13188861768808
DS04,train,3,44,0.01217986582561148,47.72864927217215
DS04,train,3,45,7.304135074548412e-11,19.38713461857551
DS04,train,3,46,3.153189431115422e-06,30.075134473916194
DS04,train,3,47,1.4587631103069043e-10,19.899244286468395
DS04,train,3,48,0.1471105174265056,59.5375772516895
DS04,train,3,49,1.3848001634286788e-09,21.699388882533665
DS04,train,3,50,2.16866499347379e-06,29.561550922724585
DS04,train,3,51,5.3609369832230414e-08,25.152938823216438
DS04,train,3,52,7.415408403654844e-06,31.305580096645407
DS04,train,3,53,3.983961250342283e-06,30.403522750684772
DS04,train,3,54,0.00033169454557535616,38.02812094381686
DS04,train,3,55,4.218847493575595e-15,13.70112609742931
DS04,train,3,56,1.887379141862766e-15,13.318397028439179
DS04,train,3,57,0.2542107884075011,63.73039656683073
DS04,train,3,58,0.2283727143906812,62.8172179715711
