dataset_id,split,engine_id,cycle,anomaly_score,anomaly_raw
DS07,train,1,1,8.935571260693109e-08,25.69892477002751
DS07,train,1,2,1.9350713115207085e-06,29.408018372888534
DS07,train,1,3,4.990116903247355e-06,30.725386645556306
DS07,train,1,4,0.03055690216371798,51.25637026663492
DS07,train,1,5,4.809475317224532e-06,30.672296936183674
DS07,train,1,6,6.9501071564559425e-12,17.772088834759614
DS07,train,1,7,9.992007221626409e-16,13.028397892081628
DS07,train,1,8,2.6497734673114337e-08,24.427875630240532
DS07,train,1,9,3.8217674358520526e-08,24.800782623849823
DS07,train,1,10,3.322794417393027e-08,24.657339619895357
DS07,train,1,11,1.7385759498722564e-11,18.37958907172407
DS07,train,1,12,2.795370290797905e-08,24.481820562345273
DS07,train,1,13,2.2537527399890678e-14,14.507471465793833
DS07,train,1,14,6.997814202436281e-06,31.219532014743642
DS07,train,1,15,1.402877425860094e-05,32.2793488309735
DS07,train,1,16,1.8048382756097325e-06,29.314795372236986
DS07,train,1,17,2.0293226700607292e-05,32.8673382387465
DS07,train,1,18,7.37099270509134e-12,17.810246662080996
DS07,train,1,19,0.0002462353654438809,37.40695461850858
DS07,train,1,20,5.422309601321729e-09,22.903704702601782
DS07,train,1,21,3.088566263553805e-05,33.55943128827011
DS07,train,1,22,9.304221425532333e-07,28.45158466679436
DS07,train,1,23,0.0016127415787113852,41.70610738699247
DS07,train,1,24,1.8701186792480229e-06,29.36227576635259
DS07,train,1,25,2.1351539950531517e-06,29.54049465469347
DS07,train,1,26,8.95494789432405e-12,17.937343748755083
DS07,train,1,27,6.775553451632277e-10,21.10405217027516
DS07,train,1,28,4.708263824815262e-06,30.64174240720387
DS07,train,1,29,3.780084023574659e-10,20.634716592839787
DS07,train,1,30,7.735385454399335e-08,25.54299218581636
DS07,train,1,31,1.5176637724323427e-11,18.287838829832474
DS07,train,1,32,4.274948552929203e-07,27.489025313794855
DS07,train,1,33,4.3168502106283313e-10,20.74022701742465
DS07,train,1,34,0.21707666959476135,62.402919651931086
DS07,train,1,35,2.3314683517128287e-15,13.414561915572174
DS07,train,1,36,0.0001453563784069578,36.35461943294064
DS07,train,1,37,1.5637507745358548e-06,29.124449128194463
DS07,train,1,38,8.140538188317059e-06,31.444928995644666
DS07,train,1,39,8.464727807577788e-10,21.286964891738933
DS07,train,1,40,4.21064502487134e-07,27.470778052376417
DS07,train,1,41,2.499988767890038e-06,29.75492428535353
DS07,train,1,42,0.00733926896398529,46.03418444685779
DS07,train,1,43,1.393938298122066e-10,19.865033235959306
DS07,train,1,44,3.305133944309091e-13,15.932274230885643
DS07,train,1,45,4.864063152254516e-09,22.80440660975865
DS07,train,1,46,6.524488611825419e-06,31.116092226530746
DS07,train,1,47,3.316916330486919e-08,24.655532172480733
DS07,train,1,48,0.0001457502982743497,36.359878528797424
DS07,train,1,49,4.5191961284274385e-11,19.042095108766944
DS07,train,1,50,0.0009152754084407189,40.3074027603717
DS07,train,1,51,0.011966079022233678,47.66680470385485
DS07,train,1,52,3.8090519627331787e-10,20.64076284309484
DS07,train,1,53,5.2451376575390896e-12,17.59090225859334
DS07,train,1,54,0.15183328358919645,59.75244249597074
DS07,train,1,55,2.0319322890927083e-09,22.02845650012206
DS07,train,1,56,3.645483914738179e-11,18.89035351471407
DS07,train,1,57,4.933405826257342e-05,34.3622324645545
DS07,train,1,58,5.711172645916918e-10,20.96509406285049
