dataset_id,split,engine_id,cycle,rul_pred,anomaly_score,anomaly_raw,is_validation_subset,orig_split,row_id
DS06,train,1,1,62.785225,3.1029948222016657e-07,27.107263699742795,True,val,1
DS06,train,1,2,62.5751,4.779583230862805e-06,30.663335036077832,True,val,2
DS06,train,1,3,54.495186,1.0428082483637802e-05,31.819975408671137,True,val,3
DS06,train,1,4,58.50697,0.0175805877546546,49.05799157258514,True,val,4
DS06,train,1,5,56.400265,2.186509191481889e-05,32.98843081076494,True,val,5
DS06,train,1,6,56.321537,6.475542324579919e-11,19.299816150543865,True,val,6
DS06,train,1,7,66.5448,5.3290705182007506e-15,13.811267286409263,True,val,7
DS06,train,1,8,56.421223,6.085267498789904e-07,27.91957989891127,True,val,8
DS06,train,1,9,58.165577,3.740785448069772e-08,24.77874374231952,True,val,9
DS06,train,1,10,57.170002,4.562626865212138e-08,24.984233340111444,True,val,10
DS06,train,1,11,55.38576,4.449218771185315e-11,19.03101765424733,True,val,11
DS06,train,1,12,57.10951,3.643586565793555e-08,24.75169252992424,True,val,12
DS06,train,1,13,59.15027,4.640732242933154e-14,14.874021570310385,True,val,13
DS06,train,1,14,59.392914,2.6272555052164748e-05,33.28985246828827,True,val,14
DS06,train,1,15,60.199814,5.620095539526915e-05,34.59179399969842,True,val,15
DS06,train,1,16,61.386482,1.1523773278954152e-05,31.97345079702955,True,val,16
DS06,train,1,17,57.921272,2.2953519899227004e-05,33.06770344978406,True,val,17
DS06,train,1,18,54.368374,1.1243228570378959e-11,18.087434579003656,True,val,18
DS06,train,1,19,56.096424,0.0010154280444431,40.5563914630341,True,val,19
DS06,train,1,20,52.477394,1.4039877149762958e-08,23.80046073537445,True,val,20
DS06,train,1,21,62.38877,6.222227377339351e-06,31.04636039270768,True,val,21
DS06,train,1,22,56.197807,3.4003995856846103e-06,30.18047751523858,True,val,22
DS06,train,1,23,53.860615,0.0058015027473661,45.29581077991844,True,val,23
DS06,train,1,24,58.658764,8.347468865022023e-07,28.314103719751248,True,val,24
DS06,train,1,25,53.857414,2.865881736369147e-06,29.942660997215896,True,val,25
DS06,train,1,26,54.99337,2.7152280424047603e-11,18.68488846811136,True,val,26
DS06,train,1,27,54.24947,3.6346666787423483e-09,22.541142469164345,True,val,27
DS06,train,1,28,53.193287,2.9299446529962303e-05,33.47114645061901,True,val,28
DS06,train,1,29,54.215702,1.5940802011726871e-09,21.819366938397813,True,val,29
DS06,train,1,30,52.86328,1.4524158498119277e-07,26.234843450723854,True,val,30
DS06,train,1,31,54.412468,5.652500689734552e-11,19.20187317622381,True,val,31
DS06,train,1,32,52.028965,3.730268640644852e-06,30.31053397654972,True,val,32
DS06,train,1,33,60.162487,5.843058259458188e-10,20.983583910717293,True,val,33
DS06,train,1,34,44.0691,0.6640682199272457,76.51027895834693,True,val,34
DS06,train,1,35,50.411396,3.552713678800501e-15,13.61684506475074,True,val,35
DS06,train,1,36,51.326553,0.0002654317332888,37.56160392577874,True,val,36
DS06,train,1,37,54.094124,6.63804317513339e-07,28.02722978682019,True,val,37
DS06,train,1,38,45.610764,4.549124286490347e-06,30.59245322636613,True,val,38
DS06,train,1,39,51.952953,3.6503924327746518e-09,22.545011714963994,True,val,39
DS06,train,1,40,52.8501,1.0113365119801545e-06,28.557963545339295,True,val,40
DS06,train,1,41,37.261448,5.675246340652862e-06,30.91184101311684,True,val,41
DS06,train,1,42,48.269653,0.0083032964576148,46.43340744559872,True,val,42
DS06,train,1,43,41.096905,1.510284119987659e-10,19.9254205349972,True,val,43
DS06,train,1,44,50.256306,1.2737588761524419e-12,16.71533443929205,True,val,44
DS06,train,1,45,48.176414,1.9617138913297083e-08,24.127898847385364,True,val,45
DS06,train,1,46,41.864723,4.767026384855377e-06,30.65955496895033,True,val,46
DS06,train,1,47,50.346565,1.1585914716505387e-07,25.983396536306664,True,val,47
DS06,train,1,48,42.64755,0.0001488814939065,36.401233492294025,True,val,48
DS06,train,1,49,37.452335,2.9501401321851966e-11,18.74245536901428,True,val,49
DS06,train,1,50,31.199287,0.0023180455527399,42.65779136615731,True,val,50
DS06,train,1,51,28.902842,0.0206860498405659,49.67849459445985,True,val,51
DS06,train,1,52,32.47531,4.5930015346584696e-10,20.78975510869236,True,val,52
DS06,train,1,53,35.023,1.7064460955396044e-11,18.366960931997006,True,val,53
DS06,train,1,54,26.65414,0.5549090722226578,72.99509246887891,True,val,54
DS06,train,1,55,25.74866,6.362088633693475e-11,19.28704222172262,True,val,55
DS06,train,1,56,28.828543,6.318279233141766e-13,16.302426875637615,True,val,56
DS06,train,1,57,25.40006,3.847570142012646e-05,33.93187511324889,True,val,57
DS06,train,1,58,25.591087,1.0102141345669224e-11,18.01664268122898,True,val,58
DS06,train,1,59,21.275421,2.870282567180027e-09,22.330966865157865,True,val,59
DS06,train,1,60,24.718126,0.0025259682576016,42.8901191556516,True,val,60
DS06,train,1,61,21.07946,2.0043351312004634e-07,26.599633295039595,True,val,61
DS06,train,1,62,16.29874,0.0006993787831209,39.67676000974984,True,val,62
DS06,train,1,63,16.908983,9.869816075536164e-11,19.60778648982705,True,val,63
DS06,train,1,64,15.783855,0.0012001807024352,40.96402749464301,True,val,64
DS06,train,1,65,16.867805,4.68178728008084e-08,25.01109473080242,True,val,65
DS06,train,1,66,14.548362,0.0021544486158082,42.46200933252357,True,val,66
DS06,train,1,67,12.42318,1.4556750249639092e-09,21.741832921565827,True,val,67
DS06,train,1,68,11.003742,6.696831977848204e-11,19.324130759812512,True,val,68
DS06,train,1,69,9.840417,7.709372321751395e-06,31.36351969681889,True,val,69
DS06,train,1,70,10.101987,8.605338663869588e-13,16.48270103962883,True,val,70
DS06,train,1,71,6.0730395,0.0013698161462391,41.29257561131649,True,val,71
DS06,train,1,72,6.4763026,8.596848024255976e-05,35.36032326410117,True,val,72
DS06,train,1,73,5.83701,5.65644167282997e-07,27.82960769287036,True,val,73
DS06,train,1,74,4.0430093,1.5073196950154966e-05,32.39228105119102,True,val,74
DS06,train,1,75,3.614484,0.0047473022690331,44.68764695249595,True,val,75
DS06,train,1,76,2.7366514,0.0003335545169805,38.03997229727888,True,val,76
DS06,train,1,77,2.1175404,0.001309109659084,41.17929941980228,True,val,77
DS06,train,1,78,1.3524685,0.0177043979968838,49.08434357513387,True,val,78
DS06,train,2,1,59.160027,1.615353182327084e-07,26.354414752330836,False,train,79
DS06,train,2,2,58.001637,0.0016018309161651,41.68873653694423,False,train,80
DS06,train,2,3,54.352024,1.273986132144245e-07,26.08857282486121,False,train,81
DS06,train,2,4,65.575294,0.0006998844185033,39.67842704031982,False,train,82
DS06,train,2,5,58.911243,1.1228962204512527e-10,19.703388554951445,False,train,83
DS06,train,2,6,60.07775,9.893830199558804e-10,21.41648009411856,False,train,84
DS06,train,2,7,58.314137,8.016411978672976e-10,21.242044186803984,False,train,85
DS06,train,2,8,66.513306,0.1325360791279133,58.84721526809842,False,train,86
DS06,train,2,9,59.260033,4.675368231787935e-06,30.63168116329992,False,train,87
DS06,train,2,10,58.513023,0.3416790210548432,66.57649385878948,False,train,88
DS06,train,2,11,59.268322,0.0275656682067308,50.82653999688596,False,train,89
DS06,train,2,12,64.12841,8.427811594990953e-05,35.323720703148666,False,train,90
DS06,train,2,13,59.06423,3.5584084997486443e-06,30.2441635475535,False,train,91
DS06,train,2,14,59.122894,0.0071288768621143,45.94129369596664,False,train,92
DS06,train,2,15,62.7783,0.0001208567458802,35.99928238834474,False,train,93
DS06,train,2,16,59.053204,1.8781354925723197e-06,29.36800044421983,False,train,94
DS06,train,2,17,59.680042,2.30697502368038e-06,29.645387285814174,False,train,95
DS06,train,2,18,54.59708,5.8803988789435386e-08,25.25047642164145,False,train,96
DS06,train,2,19,56.591724,1.968316698519601e-08,24.13122145301384,False,train,97
DS06,train,2,20,58.47863,0.0516208708652297,53.61490284475438,False,train,98
DS06,train,2,21,59.221954,0.0001632149677699,36.58109625561463,False,train,99
DS06,train,2,22,59.056953,0.0112602794085611,47.45600208630301,False,train,100
DS06,train,2,23,52.080105,0.0007746066465692,39.91383974945477,False,train,101
DS06,train,2,24,61.639744,0.3722269063187521,67.51452646204346,False,train,102
DS06,train,2,25,56.13602,6.497035802688345e-07,28.00058506091361,False,train,103
DS06,train,2,26,56.91951,9.67951163666214e-10,21.39823239740842,False,train,104
DS06,train,2,27,57.734093,2.2596645219419287e-06,29.61724629728976,False,train,105
DS06,train,2,28,56.031723,5.916156453622534e-12,17.668107734488668,False,train,106
DS06,train,2,29,54.335976,0.0732963000925364,55.38303426503965,False,train,107
DS06,train,2,30,57.617294,0.0026029642298832,42.9719894496617,False,train,108
DS06,train,2,31,52.158657,9.598242090014253e-09,23.4359827065754,False,train,109
DS06,train,2,32,52.01437,4.41775604986816e-09,22.71696044150609,False,train,110
DS06,train,2,33,52.7185,1.3145595723074166e-10,19.82102394234928,False,train,111
DS06,train,2,34,46.028774,0.022138649386562,49.94356342367615,False,train,112
DS06,train,2,35,53.486862,0.0006352912802611,39.45633724878303,False,train,113
DS06,train,2,36,53.949726,0.0001690362682112,36.65011652728612,False,train,114
DS06,train,2,37,43.62679,4.163097764919854e-05,34.06727212395615,False,train,115
DS06,train,2,38,50.756348,0.0100038973721666,47.05234063734815,False,train,116
DS06,train,2,39,51.659706,3.193393327549643e-10,20.50175514300341,False,train,117
DS06,train,2,40,50.32424,0.0086110774710442,46.552749935193255,False,train,118
DS06,train,2,41,47.193913,0.5549518726438667,72.99640518587933,False,train,119
DS06,train,2,42,48.052303,6.226929416541793e-08,25.31114705884703,False,train,120
DS06,train,2,43,51.070953,6.903705387839576e-05,34.959879960266434,False,train,121
DS06,train,2,44,45.769478,7.848371286200972e-09,23.246360721207328,False,train,122
DS06,train,2,45,50.730648,2.74513967097878e-05,33.362617566942646,False,train,123
DS06,train,2,46,49.53632,3.101202547428628e-06,30.05201365554596,False,train,124
DS06,train,2,47,40.995457,0.0001234368244095,36.0396159268426,False,train,125
DS06,train,2,48,37.36542,6.5414645922245995e-09,23.07666335049636,False,train,126
DS06,train,2,49,42.027817,4.73652994492646e-06,30.650336077562745,False,train,127
DS06,train,2,50,32.846657,5.26292275271345e-06,30.802297902528156,False,train,128
DS06,train,2,51,35.30912,5.526455066906522e-07,27.801079557431223,False,train,129
DS06,train,2,52,33.54673,1.1467392997399628e-06,28.719458831151467,False,train,130
DS06,train,2,53,31.828865,1.15424725477542e-06,28.727886373131543,False,train,131
DS06,train,2,54,24.256079,0.0009209712335715,40.32218904617258,False,train,132
DS06,train,2,55,22.678154,3.332013146506441e-07,27.19139213138056,False,train,133
DS06,train,2,56,29.093813,0.0001891893647296,36.87363559521576,False,train,134
DS06,train,2,57,26.316542,0.3770576425713097,67.66123030941397,False,train,135
DS06,train,2,58,20.335089,2.3445356767126668e-11,18.583627259297263,False,train,136
