dataset_id,split,engine_id,cycle,rul_pred,anomaly_score,anomaly_raw,is_validation_subset,orig_split,row_id
DS03,train,1,1,75.34955,1.2134737659152959e-12,16.686325113522734,0,train,1
DS03,train,1,2,68.739204,8.654828553833482e-08,25.664289451991973,0,train,2
DS03,train,1,3,72.845085,5.880851361439454e-13,16.26086936216,0,train,3
DS03,train,1,4,75.641624,2.4934059261738642e-08,24.366747100771192,0,train,4
DS03,train,1,5,71.47009,1.623190470922964e-11,18.33314910804997,0,train,5
DS03,train,1,6,71.38081,6.743151644061918e-06,31.16470810207377,0,train,6
DS03,train,1,7,66.76447,7.217505038070726e-09,23.16806800834827,0,train,7
DS03,train,1,8,69.34618,3.0531133177191805e-14,14.65906847460738,0,train,8
DS03,train,1,9,67.88659,1.0425017626936041e-08,23.514476328581445,0,train,9
DS03,train,1,10,62.997135,0.0,10.50280614857347,0,train,10
DS03,train,1,11,68.081955,1.1076142225618923e-08,23.57227204242325,0,train,11
DS03,train,1,12,63.052906,6.994405055138486e-15,13.93470795041329,0,train,12
DS03,train,1,13,70.890465,0.0,10.865869642448288,0,train,13
DS03,train,1,14,61.258263,3.252939029252388e-10,20.51626204590401,0,train,14
DS03,train,1,15,58.797585,1.2024277129540906e-09,21.579936562427747,0,train,15
DS03,train,1,16,58.560287,4.225686467407286e-11,18.994491712837046,0,train,16
DS03,train,1,17,58.459606,2.7200464103316332e-14,14.601122636176669,0,train,17
DS03,train,1,18,58.18242,5.029310301551959e-13,16.170805244263455,0,train,18
DS03,train,1,19,58.641247,2.481348460037225e-13,15.771957499760276,0,train,19
DS03,train,1,20,55.370903,2.5820512394858497e-10,20.335904278894134,0,train,20
DS03,train,1,21,53.18477,2.3350275157874023e-08,24.301045660496985,0,train,21
DS03,train,1,22,54.642326,2.7766677845875165e-13,15.834589978365956,0,train,22
DS03,train,1,23,51.033875,1.2479381972241301e-09,21.611272333698643,0,train,23
DS03,train,1,24,49.673813,9.103828801926284e-15,14.063652573110137,0,train,24
DS03,train,1,25,49.51918,0.0,10.686847162686943,0,train,25
DS03,train,1,26,50.408073,0.0,10.350015442388752,0,train,26
DS03,train,1,27,51.1064,8.945409191163378e-09,23.36936743888928,0,train,27
DS03,train,1,28,46.25896,7.056066841926166e-11,19.362022533454663,0,train,28
DS03,train,1,29,43.800972,2.6422519727731237e-10,20.35380314160832,0,train,29
DS03,train,1,30,46.811123,0.0,10.879961636515944,0,train,30
DS03,train,1,31,48.505295,7.775755261896222e-09,23.237657026100493,0,train,31
DS03,train,1,32,46.956577,4.046762924758696e-13,16.046761145956054,0,train,32
DS03,train,1,33,43.64836,6.126388285565554e-09,23.016023998227865,0,train,33
DS03,train,1,34,38.614372,1.0270673200807325e-12,16.58712490820472,0,train,34
DS03,train,1,35,38.72656,1.009969885501505e-12,16.57717604089342,0,train,35
DS03,train,1,36,36.781517,4.896986786073754e-07,27.653430265054908,0,train,36
DS03,train,1,37,36.763412,4.4772476837096065e-09,22.729085759012605,0,train,37
DS03,train,1,38,39.244675,5.030946740314235e-07,27.68627527895069,0,train,38
DS03,train,1,39,35.404472,8.104628079763643e-15,14.009078277991373,0,train,39
DS03,train,1,40,37.77407,1.943684424121628e-05,32.797708022020856,0,train,40
DS03,train,1,41,33.256557,1.2334577803585492e-13,15.389405389167647,0,train,41
DS03,train,1,42,33.521145,1.6489187348867066e-08,23.95705154967601,0,train,42
DS03,train,1,43,30.53015,2.283728761653947e-13,15.72594515247074,0,train,43
DS03,train,1,44,30.633318,8.999273104493e-09,23.37503416075897,0,train,44
DS03,train,1,45,29.992859,3.9633300197294836e-08,24.838276437814272,0,train,45
DS03,train,1,46,27.868982,7.710054816811862e-12,17.839507915504175,0,train,46
DS03,train,1,47,28.73951,0.0,10.430191215680765,0,train,47
DS03,train,1,48,26.031586,4.107825191113079e-15,13.687212168421269,0,train,48
DS03,train,1,49,25.357018,4.8367557736739294e-09,22.79927796216908,0,train,49
DS03,train,1,50,24.624075,4.551914400963142e-15,13.73242186002119,0,train,50
DS03,train,1,51,23.144867,5.74207348336131e-13,16.24708306455788,0,train,51
DS03,train,1,52,22.561815,1.6503021171843102e-11,18.344335780998417,0,train,52
DS03,train,1,53,22.004543,1.1709674341275902e-09,21.557612481263988,0,train,53
DS03,train,1,54,22.465763,0.0,10.41458477519238,0,train,54
DS03,train,1,55,20.30923,6.324609058694364e-09,23.04545012931194,0,train,55
DS03,train,1,56,19.812868,2.185768721574277e-08,24.235176571808427,0,train,56
DS03,train,1,57,19.147942,8.021059398899411e-07,28.26383183715373,0,train,57
DS03,train,1,58,18.6773,2.6090241078691182e-14,14.580155017300063,0,train,58
DS03,train,1,59,17.252995,2.3235857682379897e-12,17.080161108475266,0,train,59
DS03,train,1,60,15.308955,6.683542608243442e-14,15.064031953837764,0,train,60
DS03,train,1,61,14.624842,4.478639681337882e-13,16.104532662883173,0,train,61
DS03,train,1,62,12.969274,7.147842425059281e-05,35.0227706462416,0,train,62
DS03,train,1,63,12.43478,1.5978329770405253e-12,16.851706056984654,0,train,63
DS03,train,1,64,12.211428,4.7120633506203546e-08,25.017817438680765,0,train,64
DS03,train,1,65,10.193428,1.0641598713334588e-11,18.05101117112568,0,train,65
DS03,train,1,66,9.181541,2.3741675292399123e-11,18.592260642974225,0,train,66
DS03,train,1,67,7.690578,7.801781443106393e-11,19.43515729570352,0,train,67
DS03,train,1,68,7.8737264,3.1182099111681798e-06,30.05961671713611,0,train,68
DS03,train,1,69,6.573587,5.864727855764418e-05,34.66745248436901,0,train,69
DS03,train,1,70,6.2534046,0.0066508285751882,45.72140831675979,0,train,70
DS03,train,1,71,3.6289613,5.270309211269364e-07,27.74298720343328,0,train,71
DS03,train,1,72,1.5781174,5.53098141731212e-07,27.802083398228405,0,train,72
DS03,train,2,1,67.5208,3.257745961882108e-08,24.637168597138565,1,val,73
DS03,train,2,2,71.28306,2.500858919951554e-07,26.85483991209513,1,val,74
DS03,train,2,3,69.96867,1.0695674227401142e-06,28.62973550033894,1,val,75
DS03,train,2,4,70.43068,3.7966729760086077e-10,20.6381844270268,1,val,76
DS03,train,2,5,67.09132,8.128249444960822e-06,31.44266419816711,1,val,77
DS03,train,2,6,65.51742,0.0001902107189382,36.88438513355709,1,val,78
DS03,train,2,7,66.531876,3.010382187973448e-08,24.55684389038586,1,val,79
DS03,train,2,8,63.99507,7.508512950282764e-07,28.180919500327235,1,val,80
DS03,train,2,9,62.50434,1.0475982303859158e-07,25.87254309651473,1,val,81
DS03,train,2,10,61.609207,2.34750058609734e-05,33.10447492048704,1,val,82
DS03,train,2,11,61.03938,1.0180551623939492e-08,23.49189556371913,1,val,83
DS03,train,2,12,60.163357,3.2107161374028687e-10,20.50600167833501,1,val,84
DS03,train,2,13,57.96921,5.500155775273185e-09,22.91677856676016,1,val,85
DS03,train,2,14,56.84356,0.0004717487336469,38.78915601874803,1,val,86
DS03,train,2,15,54.461872,6.79648678514333e-06,31.17634598355352,1,val,87
DS03,train,2,16,55.51768,0.0122960335990128,47.76188376101186,1,val,88
DS03,train,2,17,53.362427,1.4132028880453618e-12,16.777632689213778,1,val,89
DS03,train,2,18,53.656204,7.657834881880099e-06,31.353510306306063,1,val,90
DS03,train,2,19,51.853016,0.0009409614412966,40.37345619430017,1,val,91
DS03,train,2,20,50.079334,2.76676872079662e-07,26.97261542036398,1,val,92
DS03,train,2,21,49.949017,1.1036727087798681e-12,16.629833094735147,1,val,93
DS03,train,2,22,46.77229,2.979380480883087e-06,29.9963994721887,1,val,94
DS03,train,2,23,49.696712,0.0155482962024462,48.60256817261166,1,val,95
DS03,train,2,24,47.562935,4.937523719550363e-06,30.71011500256259,1,val,96
DS03,train,2,25,48.843086,1.2563930825826295e-05,32.107227834074166,1,val,97
DS03,train,2,26,44.19667,1.226144963339948e-09,21.59640403744251,1,val,98
DS03,train,2,27,43.900845,1.5751170368005774e-09,21.809128927346308,1,val,99
DS03,train,2,28,42.705215,9.291161885827126e-05,35.50415403932874,1,val,100
DS03,train,2,29,42.734737,1.6257828416854636e-10,19.9811524369004,1,val,101
DS03,train,2,30,41.99169,1.8094174629723625e-06,29.31817740495188,1,val,102
DS03,train,2,31,41.6422,3.179219222326779e-07,27.135889058776016,1,val,103
DS03,train,2,32,39.838734,5.018754759111843e-06,30.733640041589663,1,val,104
DS03,train,2,33,36.17068,1.1069366771310207e-05,31.911498785083147,1,val,105
DS03,train,2,34,36.75263,6.044753586564866e-11,19.25013112990364,1,val,106
DS03,train,2,35,36.30946,1.333377852574813e-13,15.431483500936508,1,val,107
DS03,train,2,36,35.2815,0.8150324772364548,82.57749299449978,1,val,108
DS03,train,2,37,33.276974,7.621078168540407e-08,25.52697861179894,1,val,109
DS03,train,2,38,32.855453,8.251177519014163e-13,16.45799718273905,1,val,110
DS03,train,2,39,31.773973,0.0011544842729896,40.868602010631946,1,val,111
DS03,train,2,40,28.936457,4.514705172820044e-06,30.58158401819395,1,val,112
DS03,train,2,41,29.629568,7.227122523767449e-07,28.13313539037668,1,val,113
DS03,train,2,42,27.694498,2.4686112874539035e-05,33.18707643013528,1,val,114
DS03,train,2,43,30.63193,1.569994822658849e-05,32.45665624790445,1,val,115
DS03,train,2,44,27.823185,7.319204304268023e-05,35.0657629734817,1,val,116
DS03,train,2,45,26.927084,6.096044558034919e-09,23.01144043279864,1,val,117
DS03,train,2,46,25.188744,1.2002236426944536e-08,23.649193116052142,1,val,118
DS03,train,2,47,24.378254,1.4703848719710422e-06,29.04333521606108,1,val,119
DS03,train,2,48,21.31216,1.9636681054535643e-06,29.42770835049875,1,val,120
DS03,train,2,49,21.953741,2.626676653960658e-12,17.15583711786634,1,val,121
DS03,train,2,50,23.844475,0.0003397735463492,38.0791758159292,1,val,122
DS03,train,2,51,21.95286,6.151978926283164e-11,19.26280522456102,1,val,123
DS03,train,2,52,23.436245,0.002940939289323,43.30845026523941,1,val,124
DS03,train,2,53,20.592113,3.081928046100302e-10,20.47389715581936,1,val,125
DS03,train,2,54,20.228327,7.932824166445585e-07,28.249915946615204,1,val,126
DS03,train,2,55,17.67799,2.0317720716978016e-05,32.86928999775763,1,val,127
DS03,train,2,56,15.749443,2.1609959377499877e-09,22.08196165527252,1,val,128
DS03,train,2,57,14.6534195,1.1102230246251563e-16,12.108153582413944,1,val,129
DS03,train,2,58,14.296833,2.1368697194046327e-05,32.9510736111954,1,val,130
DS03,train,2,59,14.735102,5.652658341404049e-10,20.95676081797425,1,val,131
DS03,train,2,60,14.168913,1.7824857209136624e-06,29.298171598111598,1,val,132
DS03,train,2,61,13.537829,2.0815132912965773e-05,32.90846715591766,1,val,133
DS03,train,2,62,11.763596,0.4049443379500396,68.50164709566373,1,val,134
DS03,train,2,63,10.3277,1.0232712233104737e-08,23.49675603146672,1,val,135
DS03,train,2,64,9.815369,3.8456030249101054e-08,24.807185923777286,1,val,136
DS03,train,2,65,8.856717,1.3201078464808449e-06,28.90216199139227,1,val,137
DS03,train,2,66,7.262575,3.250163175794185e-05,33.64522115841356,1,val,138
