model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
LightGBM_r188_BAG_L1_FULL,-3.943506333895089e-05,,root_mean_squared_error,0.34334492683410645,,23.879948616027832,0.34334492683410645,,23.879948616027832,1,True,105
LightGBM_r15_BAG_L1_FULL,-0.0008644040257553885,,root_mean_squared_error,0.10130953788757324,,7.788532257080078,0.10130953788757324,,7.788532257080078,1,True,124
XGBoost_r33_BAG_L1_FULL,-0.00204866004298628,,root_mean_squared_error,0.061914920806884766,,14.012170553207397,0.061914920806884766,,14.012170553207397,1,True,101
XGBoost_r98_BAG_L1_FULL,-0.01085825634046394,,root_mean_squared_error,0.16100025177001953,,23.775830507278442,0.16100025177001953,,23.775830507278442,1,True,123
XGBoost_r34_BAG_L1_FULL,-0.01512694724562317,,root_mean_squared_error,0.03518176078796387,,4.697152376174927,0.03518176078796387,,4.697152376174927,1,True,170
LightGBM_r42_BAG_L1_FULL,-0.015189746004321348,,root_mean_squared_error,0.10878658294677734,,5.544677257537842,0.10878658294677734,,5.544677257537842,1,True,171
XGBoost_r49_BAG_L1_FULL,-0.02791484089084135,,root_mean_squared_error,0.038889169692993164,,4.777191877365112,0.038889169692993164,,4.777191877365112,1,True,141
XGBoost_r22_BAG_L1_FULL,-0.036435286580775786,,root_mean_squared_error,0.02686595916748047,,1.6936640739440918,0.02686595916748047,,1.6936640739440918,1,True,151
XGBoost_BAG_L1_FULL,-0.03954680933341794,,root_mean_squared_error,0.03019261360168457,,1.9630851745605469,0.03019261360168457,,1.9630851745605469,1,True,93
XGBoost_r95_BAG_L1_FULL,-0.03981702773154422,,root_mean_squared_error,0.034326791763305664,,2.7975425720214844,0.034326791763305664,,2.7975425720214844,1,True,169
XGBoost_r194_BAG_L1_FULL,-0.040013858450612436,,root_mean_squared_error,0.027181386947631836,,2.092865467071533,0.027181386947631836,,2.092865467071533,1,True,112
LightGBMLarge_BAG_L1_FULL,-0.07098562276849614,,root_mean_squared_error,0.027146577835083008,,1.5899059772491455,0.027146577835083008,,1.5899059772491455,1,True,95
LightGBM_r143_BAG_L1_FULL,-0.11229113962988316,,root_mean_squared_error,0.09110021591186523,,7.558440923690796,0.09110021591186523,,7.558440923690796,1,True,129
