dataset_id,split,engine_id,cycle,anomaly_score
FD001,train,1,1,0.3861421277934284
FD001,train,1,2,0.3871324821592657
FD001,train,1,3,0.3824231209759323
FD001,train,1,4,0.3946251539036978
FD001,train,1,5,0.3899885510442367
FD001,train,1,6,0.3836163318895497
FD001,train,1,7,0.3865704692537742
FD001,train,1,8,0.3939778275064117
FD001,train,1,9,0.3907920653153778
FD001,train,1,10,0.400615171425867
FD001,train,1,11,0.4138114617121894
FD001,train,1,12,0.4040525516208061
FD001,train,1,13,0.4148247784979804
FD001,train,1,14,0.4176798294285498
FD001,train,1,15,0.412214315476855
FD001,train,1,16,0.4005228780743719
FD001,train,1,17,0.4102292613062454
FD001,train,1,18,0.3877387716403219
FD001,train,1,19,0.3793039967650294
FD001,train,1,20,0.3822929914734333
FD001,train,1,21,0.3874862932868294
FD001,train,1,22,0.3879745080371496
FD001,train,1,23,0.3941880903358148
FD001,train,1,24,0.3966080340552796
FD001,train,1,25,0.398780522563572
FD001,train,1,26,0.4020225357578139
FD001,train,1,27,0.4086568835601758
FD001,train,1,28,0.4257634881904512
FD001,train,1,29,0.413347395760857
FD001,train,1,30,0.4173309980504698
FD001,train,1,31,0.4177328003345391
FD001,train,1,32,0.4095988984252859
FD001,train,1,33,0.3939857518479966
FD001,train,1,34,0.4139417315992635
FD001,train,1,35,0.408697993336952
FD001,train,1,36,0.4064402859552724
FD001,train,1,37,0.4014676946231642
FD001,train,1,38,0.405017004955811
FD001,train,1,39,0.3981581861460418
FD001,train,1,40,0.3904860431136772
FD001,train,1,41,0.3907859262211563
FD001,train,1,42,0.3877162636668296
FD001,train,1,43,0.3968507762296241
FD001,train,1,44,0.3938144098150634
FD001,train,1,45,0.4057076004035644
FD001,train,1,46,0.406477346902615
FD001,train,1,47,0.4118209654308334
FD001,train,1,48,0.3911850055987707
FD001,train,1,49,0.3841603306306759
FD001,train,1,50,0.3777996836840716
FD001,train,1,51,0.3757487793782391
FD001,train,1,52,0.3929549469214349
FD001,train,1,53,0.3927886169145943
FD001,train,1,54,0.406638027031314
FD001,train,1,55,0.3914360031331939
FD001,train,1,56,0.4016742662987516
FD001,train,1,57,0.3839090575981561
FD001,train,1,58,0.3948104833500146
FD001,train,1,59,0.3961800584060954
FD001,train,1,60,0.4042943820226926
FD001,train,1,61,0.3953797535798761
FD001,train,1,62,0.4035946671415805
FD001,train,1,63,0.421235167429267
FD001,train,1,64,0.4092902120537281
FD001,train,1,65,0.430061073555296
FD001,train,1,66,0.4294826586551653
FD001,train,1,67,0.4276073899286559
FD001,train,1,68,0.4025599483369825
FD001,train,1,69,0.4055989604484876
FD001,train,1,70,0.3986064667618243
FD001,train,1,71,0.4001018467541162
FD001,train,1,72,0.4050427231188108
FD001,train,1,73,0.4085647878584432
FD001,train,1,74,0.4236125994817946
FD001,train,1,75,0.4317600602786598
FD001,train,1,76,0.4372254784754899
FD001,train,1,77,0.4351995899429021
FD001,train,1,78,0.4647890147728414
FD001,train,1,79,0.4686554407658725
FD001,train,1,80,0.4711623740969307
FD001,train,1,81,0.4651406812503277
FD001,train,1,82,0.456527144943769
FD001,train,1,83,0.4302146767686472
FD001,train,1,84,0.422844029113358
FD001,train,1,85,0.4108685278901113
FD001,train,1,86,0.4173699049542542
FD001,train,1,87,0.4409649814392845
FD001,train,1,88,0.4463177672640828
FD001,train,1,89,0.4372221523777647
FD001,train,1,90,0.4603841456832692
FD001,train,1,91,0.4652362011790229
FD001,train,1,92,0.4447754112627781
FD001,train,1,93,0.4561835092521422
FD001,train,1,94,0.4704575909555533
FD001,train,1,95,0.4691752974055257
FD001,train,1,96,0.4587788351279311
FD001,train,1,97,0.471528609125159
FD001,train,1,98,0.471373206730945
FD001,train,1,99,0.4797289969362227
FD001,train,1,100,0.4690958225311674
FD001,train,1,101,0.4857952781866292
FD001,train,1,102,0.4895743469177033
FD001,train,1,103,0.4958182267184329
FD001,train,1,104,0.4737966904904055
FD001,train,1,105,0.4643029071007344
FD001,train,1,106,0.4587281248156711
FD001,train,1,107,0.4707511970198649
FD001,train,1,108,0.4742609882336232
FD001,train,1,109,0.5004690508734505
FD001,train,1,110,0.5165264790197044
FD001,train,1,111,0.5425621807916309
FD001,train,1,112,0.5246766272778145
FD001,train,1,113,0.5361432202746619
FD001,train,1,114,0.5340524611921983
FD001,train,1,115,0.5323749535592615
FD001,train,1,116,0.4969061142815232
FD001,train,1,117,0.5246415308910191
FD001,train,1,118,0.5102344387802914
FD001,train,1,119,0.5117795108734444
FD001,train,1,120,0.5179398628227878
FD001,train,1,121,0.5522780861778802
FD001,train,1,122,0.5677962157814271
FD001,train,1,123,0.5883822995874279
FD001,train,1,124,0.6085139889598435
FD001,train,1,125,0.6298343854383923
FD001,train,1,126,0.6366973821291988
FD001,train,1,127,0.6060602480526507
FD001,train,1,128,0.610574495014156
FD001,train,1,129,0.6121777530050478
FD001,train,1,130,0.6081553007235094
FD001,train,1,131,0.6113308364793479
FD001,train,1,132,0.6480656522642013
FD001,train,1,133,0.6342027047940115
FD001,train,1,134,0.6280836007692696
FD001,train,1,135,0.6125243998514106
FD001,train,1,136,0.5989392643895958
FD001,train,1,137,0.5908383169704748
FD001,train,1,138,0.6032446420611868
FD001,train,1,139,0.6187306123288773
FD001,train,1,140,0.6356302761935014
FD001,train,1,141,0.6652627125720398
FD001,train,1,142,0.6790880433615875
FD001,train,1,143,0.6676139463244126
FD001,train,1,144,0.6687353395473454
FD001,train,1,145,0.6910588906103511
FD001,train,1,146,0.6737672332729001
FD001,train,1,147,0.6650501353725358
FD001,train,1,148,0.6884557839760432
FD001,train,1,149,0.7042355435767426
FD001,train,1,150,0.7112925045769654
FD001,train,1,151,0.748232039344152
FD001,train,1,152,0.7841517650900348
FD001,train,1,153,0.8005087845088956
FD001,train,1,154,0.806624000914329
FD001,train,1,155,0.8044852108591414
FD001,train,1,156,0.808473099333251
FD001,train,1,157,0.7889711112549727
FD001,train,1,158,0.790785854028598
FD001,train,1,159,0.801170531706618
FD001,train,1,160,0.828038038266592
FD001,train,1,161,0.8244602737095923
FD001,train,1,162,0.8473546256426898
FD001,train,1,163,0.8704290205735642
FD001,train,1,164,0.8815647490337796
FD001,train,1,165,0.8728234023689183
FD001,train,1,166,0.8950006754289227
FD001,train,1,167,0.8862628857519634
FD001,train,1,168,0.8765416571203
FD001,train,1,169,0.8711838267444202
FD001,train,1,170,0.8825183011898317
FD001,train,1,171,0.8765667275939801
FD001,train,1,172,0.8932900208539778
FD001,train,1,173,0.9089832142823204
FD001,train,1,174,0.9187743578401107
FD001,train,1,175,0.9216054916165476
FD001,train,1,176,0.9236969641274628
FD001,train,1,177,0.9287832617006072
FD001,train,1,178,0.9294168702496812
FD001,train,1,179,0.9321118393274151
FD001,train,1,180,0.9331086642713764
FD001,train,1,181,0.943004268605357
FD001,train,1,182,0.946802954827142
FD001,train,1,183,0.9489924708433164
FD001,train,1,184,0.9569802739975368
FD001,train,1,185,0.964126201275682
FD001,train,1,186,0.9654127020254608
FD001,train,1,187,0.9680998429290304
FD001,train,1,188,0.9731490829285372
FD001,train,1,189,0.9731221498939796
FD001,train,1,190,0.9759619404080354
FD001,train,1,191,0.9790853045196436
FD001,train,1,192,0.980313083127392
FD001,train,2,1,0.4303137502081439
FD001,train,2,2,0.4174752228975376
FD001,train,2,3,0.407267645637157
FD001,train,2,4,0.4020340544824164
FD001,train,2,5,0.4095098278761327
FD001,train,2,6,0.4060100980642904
FD001,train,2,7,0.3969671073451749
FD001,train,2,8,0.3947976712916253
FD001,train,2,9,0.397616144964882
FD001,train,2,10,0.400558660529143
FD001,train,2,11,0.4011765702673154
FD001,train,2,12,0.4066083229487763
FD001,train,2,13,0.4161613110719903
FD001,train,2,14,0.4140758651291235
FD001,train,2,15,0.410210428193155
FD001,train,2,16,0.3978146279962507
FD001,train,2,17,0.4162586841752712
FD001,train,2,18,0.4051803727794819
FD001,train,2,19,0.4031644605305566
FD001,train,2,20,0.3902262625430473
FD001,train,2,21,0.3967724721783743
FD001,train,2,22,0.3834603157459417
FD001,train,2,23,0.4147917408880858
