dataset_id,split,engine_id,cycle,anomaly_score,anomaly_raw
DS03,train,1,1,1.213473765915296e-12,16.686325113522734
DS03,train,1,2,8.654828553833482e-08,25.664289451991973
DS03,train,1,3,5.880851361439454e-13,16.26086936216
DS03,train,1,4,2.493405926173864e-08,24.366747100771192
DS03,train,1,5,1.623190470922964e-11,18.333149108049966
DS03,train,1,6,6.743151644061918e-06,31.164708102073774
DS03,train,1,7,7.217505038070726e-09,23.16806800834827
DS03,train,1,8,3.0531133177191805e-14,14.65906847460738
DS03,train,1,9,1.042501762693604e-08,23.514476328581445
DS03,train,1,10,0.0,10.50280614857347
DS03,train,1,11,1.1076142225618923e-08,23.57227204242325
DS03,train,1,12,6.994405055138486e-15,13.93470795041329
DS03,train,1,13,0.0,10.865869642448288
DS03,train,1,14,3.2529390292523885e-10,20.516262045904014
DS03,train,1,15,1.2024277129540906e-09,21.579936562427747
DS03,train,1,16,4.225686467407286e-11,18.994491712837046
DS03,train,1,17,2.7200464103316335e-14,14.601122636176669
DS03,train,1,18,5.029310301551959e-13,16.170805244263455
DS03,train,1,19,2.481348460037225e-13,15.771957499760276
DS03,train,1,20,2.5820512394858497e-10,20.335904278894134
DS03,train,1,21,2.3350275157874023e-08,24.301045660496982
DS03,train,1,22,2.7766677845875165e-13,15.834589978365955
DS03,train,1,23,1.24793819722413e-09,21.611272333698643
DS03,train,1,24,9.103828801926284e-15,14.063652573110135
DS03,train,1,25,0.0,10.686847162686945
DS03,train,1,26,0.0,10.350015442388752
DS03,train,1,27,8.945409191163378e-09,23.369367438889277
DS03,train,1,28,7.056066841926167e-11,19.362022533454663
DS03,train,1,29,2.642251972773124e-10,20.353803141608317
DS03,train,1,30,0.0,10.879961636515944
DS03,train,1,31,7.775755261896222e-09,23.237657026100493
DS03,train,1,32,4.0467629247586956e-13,16.046761145956054
DS03,train,1,33,6.126388285565554e-09,23.016023998227865
DS03,train,1,34,1.0270673200807323e-12,16.58712490820472
DS03,train,1,35,1.009969885501505e-12,16.57717604089342
DS03,train,1,36,4.896986786073754e-07,27.653430265054908
