dataset_id,split,engine_id,cycle,rul_pred,anomaly_score_raw,anomaly_score_smoothed,anomaly_state,decision_label,reason_codes,theta_rul_used,alpha_high_used,alpha_low_used,model_risk,policy_risk,trend_risk,volatility_risk,hybrid_risk,hybrid_state,hybrid_alarm_active,critical_proxy,missed_alarm_proxy,early_alarm_proxy,dominant_driver,expected_failure_stage,policy_version,run_id
DS07,test,7,1,50.981773,1.0928303226243052e-05,1.0928303226243052e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.0,0.0,0.037500000000000006,normal,False,False,False,False,policy,Stable Monitoring,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,2,42.58441,0.991405156099774,0.2478594852523631,OFF,Normal Operation,RUL_HIGH|ANOM_OFF|PERSISTENCE_PENDING,30.0,0.2047496215485422,0.184274659393688,0.4,0.15,0.0,0.0,0.2875000000000001,normal,False,False,False,False,model,Anomaly Persistence Gate,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,3,49.12336,9.399853118097212e-09,0.1858946162892356,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.03164756805498715,0.15,0.6194709999999995,1.0,0.2756356056247442,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,4,52.732773,4.368408691846071e-05,0.1394318832386563,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.0,1.0,0.1375,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,5,44.88632,0.990653014109604,0.3522371659563932,OFF,Normal Operation,RUL_HIGH|ANOM_OFF|PERSISTENCE_PENDING,30.0,0.2047496215485422,0.184274659393688,0.4,0.15,1.0,1.0,0.5875000000000001,warning,True,False,False,False,physics,Anomaly Persistence Gate,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,6,48.510307,3.4613656385573677e-10,0.2641778745538291,OFF,Normal Operation,RUL_HIGH|ANOM_OFF|PERSISTENCE_PENDING,30.0,0.2047496215485422,0.184274659393688,0.4,0.15,0.4119109999999999,1.0,0.4698822000000001,normal,False,False,False,False,uncertainty,Anomaly Persistence Gate,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,7,49.810715,1.5604462166862731e-10,0.1981334059543829,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.2707452439888248,0.15,0.1672939999999993,1.0,0.2927941597949711,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,8,49.394257,1.2246648140035174e-10,0.1486000544964038,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.1984394999999992,0.9768680729350625,0.17487470729350613,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,9,41.30136,2.2206170062544217e-05,0.1114555924148185,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,1.0,1.0,0.3375000000000001,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,10,49.657917,5.814881930410465e-07,0.0835918396831621,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.13238559999999994,0.9979819010182067,0.16377531010182067,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,11,42.04211,0.0009434874383438,0.0629297516219575,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.812696636363636,1.0,0.30003932727272725,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,12,52.70644,4.577505496872192e-08,0.0471973251602319,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.0,1.0,0.1375,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,13,42.805878,0.0230304487178085,0.041155606049626,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.6289149999999998,1.0,0.263283,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,14,48.93384,1.0077844732947485e-05,0.0308692239984027,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.1462809285714286,1.0,0.16675618571428574,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,15,44.49214,0.9997486253553634,0.2730890743376429,OFF,Normal Operation,RUL_HIGH|ANOM_OFF|PERSISTENCE_PENDING,30.0,0.2047496215485422,0.184274659393688,0.4,0.15,0.43264219999999987,1.0,0.4740284400000001,normal,False,False,False,False,uncertainty,Anomaly Persistence Gate,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,16,41.959545,0.0130849481534911,0.2080880427916049,OFF,Normal Operation,RUL_HIGH|ANOM_OFF|PERSISTENCE_PENDING,30.0,0.2047496215485422,0.184274659393688,0.4,0.15,0.6014818666666666,1.0,0.5077963733333335,normal,False,False,False,False,uncertainty,Anomaly Persistence Gate,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,17,44.978554,7.069241780843782e-07,0.1560662088247482,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.0,0.9817532476107877,0.1356753247610788,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,18,45.167862,0.0006832529071362,0.1172204698453452,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.26369986666666656,0.9788154883079848,0.18812152216413183,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,19,37.458664,2.4504851291462515e-06,0.0879159650052912,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,1.0,1.0,0.3375000000000001,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,20,50.990036,2.654553070691179e-07,0.0659370401177951,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.0,0.929996741353787,0.13049967413537872,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
DS07,test,7,21,54.55838,0.0370774075367139,0.0587221319725248,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2047496215485422,0.184274659393688,0.0,0.15,0.0,0.9287254441004154,0.13037254441004156,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154146Z-814aa2e321
