dataset_id,split,engine_id,cycle,anomaly_score,anomaly_raw
DS01,train,1,1,3.2912112479799305e-08,24.647592665189194
DS01,train,1,2,0.0,11.680117528847987
DS01,train,1,3,3.731164710529811e-09,22.564640976717328
DS01,train,1,4,5.895284260759581e-14,14.997594042917797
DS01,train,1,5,3.151945371371312e-11,18.788528107555592
DS01,train,1,6,3.552713678800501e-15,13.611173115621181
DS01,train,1,7,9.810519063790935e-10,21.40943161641033
DS01,train,1,8,6.297775079211476e-09,23.041517879404225
DS01,train,1,9,2.708944180085382e-14,14.599545946866188
DS01,train,1,10,8.613248742961321e-05,35.36383992110142
DS01,train,1,11,2.302234403117609e-09,22.13716055662335
DS01,train,1,12,2.1512374459575767e-07,26.6807852349135
DS01,train,1,13,0.0,11.29039587599739
DS01,train,1,14,0.0,11.223610393651839
DS01,train,1,15,2.220446049250313e-16,12.355325049740134
DS01,train,1,16,3.8144670022610683e-07,27.352273162585774
DS01,train,1,17,1.7299591759112332e-09,21.889528921800153
DS01,train,1,18,5.687075821381171e-08,25.215156841117604
DS01,train,1,19,6.889540338228528e-08,25.4188292856402
DS01,train,1,20,8.554953412343025e-10,21.295732600654432
DS01,train,1,21,0.0,11.060639259843612
DS01,train,1,22,4.063416270128073e-14,14.804826101988517
DS01,train,1,23,0.00032235364132993105,37.96769222339067
DS01,train,1,24,4.397593400540245e-13,16.09410498224682
DS01,train,1,25,1.1102230246251565e-16,12.048380001013797
DS01,train,1,26,3.4067291210249095e-09,22.483211615963228
DS01,train,1,27,0.0002946128154492911,37.77855085734063
DS01,train,1,28,6.250666650942094e-12,17.703528946407815
DS01,train,1,29,1.928039727872033e-09,21.983000917190317
DS01,train,1,30,2.0218042326436425e-05,32.86133383898323
DS01,train,1,31,1.337151500635514e-10,19.83380099047097
DS01,train,1,32,4.454473290227412e-08,24.95927733233657
DS01,train,1,33,9.6175811759025e-10,21.392888333467365
DS01,train,1,34,1.5626291149928306e-08,23.904542558876887
DS01,train,1,35,2.0539125955565396e-14,14.461239083742461
DS01,train,1,36,9.16226094993533e-10,21.352567982845233
DS01,train,1,37,2.220446049250313e-14,14.499468342744894
DS01,train,1,38,2.653433028854124e-14,14.58901952226311
DS01,train,1,39,1.9095836023552692e-14,14.423865598342665
DS01,train,1,40,4.2955555779045085e-09,22.69156342415295
DS01,train,1,41,1.1102230246251565e-15,13.090742940573053
DS01,train,1,42,1.1102230246251565e-16,12.259268325166886
DS01,train,1,43,6.339373470609644e-14,15.036299112184508
DS01,train,1,44,1.5413951226506128e-09,21.79063161830505
DS01,train,1,45,0.00028476255274823004,37.707552215096655
DS01,train,1,46,5.892050903399948e-06,30.96653118079348
DS01,train,1,47,2.5723356666951247e-08,24.39803933182
DS01,train,1,48,3.65698826776395e-09,22.546629915183416
DS01,train,1,49,6.80395801921918e-08,25.40548113435939
DS01,train,1,50,2.27966630017562e-08,24.277088561513125
DS01,train,1,51,2.3596125053870765e-11,18.58803200307088
DS01,train,1,52,2.1094237467877974e-15,13.373514475744736
DS01,train,1,53,2.0539125955565396e-14,14.461068287421227
DS01,train,1,54,2.1924906334902516e-11,18.537613727357957
DS01,train,1,55,1.374363822748137e-08,23.779806033383316
DS01,train,1,56,3.7751490822302e-09,22.575162116302668
DS01,train,1,57,1.7985612998927536e-14,14.393387133370226
DS01,train,1,58,3.3306690738754696e-16,12.531848898224325
DS01,train,1,59,2.3092638912203256e-14,14.519675330884592
DS01,train,1,60,1.1102230246251565e-16,11.883297438945846
DS01,train,1,61,8.884104563122719e-11,19.530282280371377
DS01,train,1,62,1.3325256786878015e-08,23.74991017352238
DS01,train,1,63,1.454392162258955e-14,14.28852799254014
DS01,train,1,64,2.2819524048145468e-12,17.069048376153006
DS01,train,1,65,2.90878432451791e-14,14.634763175327768
DS01,train,1,66,1.2323475573339238e-12,16.695573738870053
