dataset_id,split,engine_id,cycle,rul_pred,anomaly_score,anomaly_raw,is_validation_subset,row_id
DS02,train,2,1,46.293335,1.1318723736053469e-12,16.644864364165628,False,1
DS02,train,2,2,68.16414,1.2724887364923276e-06,28.85430656855513,False,2
DS02,train,2,3,48.992023,0.0664995632854362,54.87440135347447,False,3
DS02,train,2,4,64.39117,4.226397010143046e-12,17.453525341629984,False,4
DS02,train,2,5,60.70323,1.28638211194243e-11,18.177030682326347,False,5
DS02,train,2,6,49.224964,3.142281990164974e-10,20.48909742254258,False,6
DS02,train,2,7,58.12016,7.146648295375257e-08,25.45801567914414,False,7
DS02,train,2,8,56.864758,0.000329069860024,38.01129589196998,False,8
DS02,train,2,9,49.00821,3.1378794562719754e-08,24.598988060068105,False,9
DS02,train,2,10,59.155575,8.6241139962695e-07,28.355301115114763,False,10
DS02,train,2,11,44.35956,2.721949832196202e-08,24.454956342245445,False,11
DS02,train,2,12,63.786896,1.1102230246251563e-16,12.108095071085804,False,12
DS02,train,2,13,52.001457,0.000113516973687,35.88014655220994,False,13
DS02,train,2,14,48.460808,3.066980003296749e-11,18.76948162674776,False,14
DS02,train,2,15,50.636135,0.0001432371902938,36.32610499499373,False,15
DS02,train,2,16,48.315865,3.0985658483473344e-11,18.776620639992363,False,16
DS02,train,2,17,46.274887,0.0903108783527578,56.52632197961486,False,17
DS02,train,2,18,56.00682,2.66833686035639e-06,29.84425472543488,False,18
DS02,train,2,19,50.49467,4.996003610813205e-15,13.780229967974677,False,19
DS02,train,2,20,53.327835,1.0881845424748349e-08,23.55536792434436,False,20
DS02,train,2,21,60.420254,1.6499542843106951e-09,21.84887721925152,False,21
DS02,train,2,22,44.64761,5.155771011788879e-06,30.77253711348788,False,22
DS02,train,2,23,42.77262,2.0408954753969866e-06,29.47958514986058,False,23
DS02,train,2,24,44.81466,0.00101651837032,40.558981449179655,False,24
DS02,train,2,25,52.968624,2.907693530396216e-09,22.34242195084693,False,25
DS02,train,2,26,42.553493,5.876410469340955e-13,16.260448791621954,False,26
DS02,train,2,27,42.4182,9.72180030922587e-07,28.507511522042183,False,27
DS02,train,2,28,53.66838,4.707678691318051e-12,17.521957593237403,False,28
DS02,train,2,29,45.60692,3.9635428272788426e-10,20.67229063019799,False,29
DS02,train,2,30,53.301937,2.751364435171766e-07,26.96608702635348,False,30
DS02,train,2,31,48.800014,5.712387587064605e-06,30.9213451834238,False,31
DS02,train,2,32,49.622498,8.060918599284149e-11,19.45902490881919,False,32
DS02,train,2,33,43.722713,1.6364243293764957e-11,18.338633684094155,False,33
DS02,train,2,34,41.88209,7.105427357601002e-15,13.946643618656944,False,34
DS02,train,2,35,40.748295,1.8272806601160598e-09,21.936650103074204,False,35
DS02,train,2,36,41.242863,1.199040866595169e-14,14.193452349281126,False,36
DS02,train,2,37,43.004345,1.454392162258955e-14,14.291304978921158,False,37
DS02,train,2,38,37.926014,9.917688892358e-11,19.61136101271198,False,38
DS02,train,2,39,37.798855,2.4176766310834985e-05,33.15279826385566,False,39
DS02,train,2,40,40.74538,1.975242192031601e-11,18.46630840128442,False,40
DS02,train,2,41,36.518963,1.297637868558077e-05,32.15747720446507,False,41
DS02,train,2,42,47.07826,9.162946821295036e-07,28.432134876157534,False,42
DS02,train,2,43,33.466923,1.7090276527298442e-08,23.99212332737791,False,43
DS02,train,2,44,33.46089,8.08574381205851e-05,35.24757418591602,False,44
DS02,train,2,45,36.859283,0.1857325442828716,61.193000409706784,False,45
DS02,train,2,46,35.22811,4.881650639276813e-13,16.153760226529943,False,46
DS02,train,2,47,33.283386,0.0007372428575377,39.79875273138547,False,47
DS02,train,2,48,34.184246,2.831068712794149e-14,14.620711096071414,False,48
DS02,train,2,49,60.223698,0.1084515199009912,57.59465660089442,False,49
DS02,train,2,50,30.405338,4.892766033437468e-07,27.65238186421672,False,50
DS02,train,2,51,29.128544,5.218048215738236e-15,13.791846899329414,False,51
DS02,train,2,52,28.45589,1.1709890235245268e-06,28.74649701613107,False,52
DS02,train,2,53,29.644852,0.0253692340245353,50.48719568810844,False,53
DS02,train,2,54,27.597557,1.1113294609010893e-06,28.67900857661043,False,54
DS02,train,2,55,25.162096,5.440448824778343e-07,27.781858507816548,False,55
DS02,train,2,56,23.418312,4.619415960860351e-12,17.509918871342915,False,56
DS02,train,2,57,20.064775,1.96145877318088e-10,20.12406774519344,False,57
DS02,train,2,58,21.769926,1.3761113499710652e-05,32.24916824133428,False,58
DS02,train,2,59,19.86715,1.971933727418218e-11,18.46516460766353,False,59
DS02,train,2,60,18.307045,4.180084944849227e-09,22.666931038470675,False,60
DS02,train,2,61,14.712283,6.822427116581764e-06,31.181975897469528,False,61
DS02,train,2,62,14.865967,0.0017885934562971,41.97288239546232,False,62
DS02,train,2,63,12.397713,3.372212672936303e-05,33.70747718887327,False,63
