dataset_id,split,engine_id,cycle,rul_pred,anomaly_score,anomaly_raw,is_validation_subset,orig_split,row_id
DS05,train,1,1,61.765335,1.760795629301981e-07,26.451980635475653,True,val,1
DS05,train,1,2,68.267265,1.3127235906740252e-05,32.17549137246749,True,val,2
DS05,train,1,3,54.17667,1.744923841406898e-05,32.624621494449094,True,val,3
DS05,train,1,4,62.498466,0.053747106045845,53.809801750458746,True,val,4
DS05,train,1,5,66.83648,4.5281816494990856e-05,34.21274847552607,True,val,5
DS05,train,1,6,62.30867,4.939293418715352e-11,19.10535030995657,True,val,6
DS05,train,1,7,68.297,5.551115123125783e-15,13.82985944845074,True,val,7
DS05,train,1,8,63.804684,5.029906576803356e-07,27.68602339768067,True,val,8
DS05,train,1,9,66.06145,7.584412331507195e-08,25.521794338761005,True,val,9
DS05,train,1,10,64.34923,4.7734869501603334e-08,25.03133280469896,True,val,10
DS05,train,1,11,56.058754,8.236744619694035e-11,19.47480704874108,True,val,11
DS05,train,1,12,64.26382,5.2701321640036276e-08,25.1349840728374,True,val,12
DS05,train,1,13,62.639225,1.8984813721090177e-14,14.421794810581314,True,val,13
DS05,train,1,14,58.242905,5.95759621175862e-05,34.69542663098768,True,val,14
DS05,train,1,15,62.899223,6.0520359509874666e-05,34.72347159493326,True,val,15
DS05,train,1,16,60.714256,1.265242989678672e-05,32.11813597135496,True,val,16
DS05,train,1,17,61.90297,4.15802798432452e-05,34.06517149780717,True,val,17
DS05,train,1,18,56.715683,3.746558618900053e-12,17.377467155208343,True,val,18
DS05,train,1,19,53.251675,0.0013627420975778,41.27960353773297,True,val,19
DS05,train,1,20,43.37753,3.226555267410447e-08,24.627362136494742,True,val,20
DS05,train,1,21,52.74574,3.7147616903654415e-06,30.304662508187327,True,val,21
DS05,train,1,22,60.523052,1.7870758723947944e-06,29.30160102193082,True,val,22
DS05,train,1,23,57.395317,0.009097539394972,46.73436220134482,True,val,23
DS05,train,1,24,60.09027,9.789996091580375e-07,28.51643247822826,True,val,24
DS05,train,1,25,46.762505,5.419565635600421e-06,30.8448151598387,True,val,25
DS05,train,1,26,57.92283,3.8825276327258955e-11,18.93467996555823,True,val,26
DS05,train,1,27,54.051975,9.47091360892216e-09,23.42333204418187,True,val,27
DS05,train,1,28,51.363842,4.983204104069827e-05,34.379826311412835,True,val,28
DS05,train,1,29,51.852398,3.2454329224052e-09,22.4399645125192,True,val,29
DS05,train,1,30,51.431286,4.023290732790841e-07,27.41609337681569,True,val,30
DS05,train,1,31,52.939938,1.1617518058670839e-10,19.728701097762865,True,val,31
DS05,train,1,32,46.82468,4.918145120713646e-06,30.70445015999553,True,val,32
DS05,train,1,33,52.591106,1.3885482763598134e-09,21.70168438165192,True,val,33
DS05,train,1,34,50.551445,0.7410492276648051,79.33246258319588,True,val,34
DS05,train,1,35,44.804768,8.770761894538737e-15,14.044358989609725,True,val,35
DS05,train,1,36,44.18709,0.0004397182688148,38.63483543830705,True,val,36
