dataset_id,split,engine_id,cycle,rul_pred,anomaly_score,anomaly_raw,is_validation_subset,row_id
DS01,train,1,1,83.15754,3.2912112479799305e-08,24.647592665189197,False,1
DS01,train,1,2,85.9658,0.0,11.680117528847989,False,2
DS01,train,1,3,70.47828,3.731164710529811e-09,22.564640976717328,False,3
DS01,train,1,4,72.19323,5.895284260759581e-14,14.997594042917797,False,4
DS01,train,1,5,80.35741,3.151945371371312e-11,18.788528107555592,False,5
DS01,train,1,6,80.85856,3.552713678800501e-15,13.61117311562118,False,6
DS01,train,1,7,84.83076,9.810519063790935e-10,21.40943161641033,False,7
DS01,train,1,8,80.31114,6.297775079211476e-09,23.041517879404225,False,8
DS01,train,1,9,76.35594,2.7089441800853823e-14,14.599545946866188,False,9
DS01,train,1,10,80.84916,8.613248742961321e-05,35.36383992110142,False,10
DS01,train,1,11,73.8181,2.302234403117609e-09,22.13716055662335,False,11
DS01,train,1,12,78.08599,2.151237445957577e-07,26.6807852349135,False,12
DS01,train,1,13,82.270744,0.0,11.29039587599739,False,13
DS01,train,1,14,79.31765,0.0,11.22361039365184,False,14
DS01,train,1,15,79.14773,2.220446049250313e-16,12.355325049740134,False,15
DS01,train,1,16,71.04884,3.8144670022610683e-07,27.35227316258577,False,16
DS01,train,1,17,61.05746,1.729959175911233e-09,21.889528921800157,False,17
DS01,train,1,18,85.61202,5.687075821381171e-08,25.215156841117604,False,18
DS01,train,1,19,71.6288,6.889540338228528e-08,25.4188292856402,False,19
DS01,train,1,20,73.55456,8.554953412343024e-10,21.295732600654432,False,20
DS01,train,1,21,73.54841,0.0,11.060639259843612,False,21
DS01,train,1,22,64.58944,4.0634162701280736e-14,14.804826101988516,False,22
DS01,train,1,23,71.45077,0.0003223536413299,37.96769222339067,False,23
DS01,train,1,24,52.52642,4.397593400540245e-13,16.09410498224682,False,24
DS01,train,1,25,51.09007,1.1102230246251563e-16,12.048380001013795,False,25
DS01,train,1,26,59.549732,3.4067291210249087e-09,22.483211615963228,False,26
DS01,train,1,27,52.863735,0.0002946128154492,37.77855085734063,False,27
DS01,train,1,28,83.82468,6.250666650942094e-12,17.703528946407815,False,28
DS01,train,1,29,58.191864,1.928039727872033e-09,21.98300091719032,False,29
DS01,train,1,30,48.306515,2.0218042326436425e-05,32.86133383898323,False,30
DS01,train,1,31,63.224213,1.337151500635514e-10,19.83380099047097,False,31
DS01,train,1,32,60.77235,4.454473290227413e-08,24.95927733233657,False,32
DS01,train,1,33,73.67069,9.6175811759025e-10,21.392888333467365,False,33
DS01,train,1,34,62.016056,1.5626291149928306e-08,23.904542558876887,False,34
DS01,train,1,35,61.04637,2.05391259555654e-14,14.46123908374246,False,35
DS01,train,1,36,64.558105,9.16226094993533e-10,21.352567982845237,False,36
DS01,train,1,37,60.667934,2.220446049250313e-14,14.499468342744894,False,37
DS01,train,1,38,60.76351,2.653433028854124e-14,14.58901952226311,False,38
DS01,train,1,39,58.7706,1.9095836023552686e-14,14.423865598342664,False,39
DS01,train,1,40,50.991215,4.2955555779045085e-09,22.69156342415295,False,40
DS01,train,1,41,59.167233,1.1102230246251563e-15,13.090742940573053,False,41
DS01,train,1,42,50.197613,1.1102230246251563e-16,12.259268325166886,False,42
DS01,train,1,43,55.457333,6.339373470609645e-14,15.036299112184508,False,43
DS01,train,1,44,51.362408,1.5413951226506126e-09,21.79063161830505,False,44
DS01,train,1,45,50.595684,0.0002847625527482,37.707552215096655,False,45
DS01,train,1,46,47.805576,5.892050903399948e-06,30.96653118079348,False,46
DS01,train,1,47,56.835167,2.5723356666951247e-08,24.39803933182,False,47
DS01,train,1,48,49.45551,3.6569882677639502e-09,22.546629915183416,False,48
DS01,train,1,49,56.98794,6.80395801921918e-08,25.40548113435939,False,49
DS01,train,1,50,49.296547,2.27966630017562e-08,24.277088561513125,False,50
DS01,train,1,51,53.68076,2.3596125053870765e-11,18.58803200307088,False,51
DS01,train,1,52,45.99716,2.1094237467877974e-15,13.373514475744736,False,52
DS01,train,1,53,45.05457,2.05391259555654e-14,14.461068287421227,False,53
DS01,train,1,54,45.21379,2.192490633490252e-11,18.53761372735796,False,54
DS01,train,1,55,45.292152,1.3743638227481371e-08,23.77980603338332,False,55
DS01,train,1,56,42.141766,3.7751490822302e-09,22.575162116302668,False,56
DS01,train,1,57,41.501637,1.7985612998927536e-14,14.393387133370226,False,57
DS01,train,1,58,38.50971,3.3306690738754696e-16,12.531848898224323,False,58
DS01,train,1,59,40.657085,2.3092638912203256e-14,14.519675330884592,False,59
DS01,train,1,60,36.913067,1.1102230246251563e-16,11.883297438945846,False,60
DS01,train,1,61,35.315742,8.884104563122719e-11,19.530282280371377,False,61
DS01,train,1,62,35.633266,1.3325256786878016e-08,23.74991017352238,False,62
DS01,train,1,63,35.159126,1.454392162258955e-14,14.28852799254014,False,63
DS01,train,1,64,34.629642,2.2819524048145468e-12,17.069048376153006,False,64
DS01,train,1,65,32.011974,2.90878432451791e-14,14.634763175327768,False,65
DS01,train,1,66,33.117496,1.2323475573339238e-12,16.695573738870053,False,66
DS01,train,1,67,37.158627,8.410616647580582e-11,19.49010233257324,False,67
DS01,train,1,68,30.285984,1.7551737840904022e-10,20.039292467822648,False,68
DS01,train,1,69,30.235224,0.0,11.68070266446074,False,69
DS01,train,1,70,30.586197,2.1988300069608613e-11,18.53959361821595,False,70
DS01,train,1,71,28.82256,2.7755575615628917e-15,13.5036998792679,False,71
DS01,train,1,72,26.19872,0.0,11.77278913403012,False,72
DS01,train,1,73,26.965418,3.15458770216992e-12,17.269663441295,False,73
DS01,train,1,74,24.627462,8.625522518457274e-11,19.508598806748672,False,74
DS01,train,1,75,23.674257,3.216842678122056e-06,30.10296903995089,False,75
DS01,train,1,76,23.29633,6.661338147750939e-16,12.833655756662523,False,76
DS01,train,1,77,21.97475,6.661338147750939e-16,12.884008230764834,False,77
DS01,train,1,78,20.19493,3.634929690576881e-09,22.54120729778805,False,78
DS01,train,1,79,19.671627,1.2545520178264267e-14,14.216047405300236,False,79
DS01,train,1,80,18.489761,2.2547352873658608e-10,20.231068252740865,False,80
DS01,train,1,81,18.113417,1.1102230246251563e-16,12.277556737103197,False,81
DS01,train,1,82,16.993814,2.220446049250313e-16,12.43968797692257,False,82
DS01,train,1,83,16.144773,7.771561172376096e-15,13.983011012316378,False,83
DS01,train,1,84,15.057364,4.428951172474883e-08,24.95330537283189,False,84
DS01,train,1,85,14.242931,2.4424906541753444e-15,13.44826894438576,False,85
DS01,train,1,86,13.256523,4.0057541839111366e-08,24.84926818731377,False,86
DS01,train,1,87,12.378244,6.366853284589524e-07,27.97550396879378,False,87
DS01,train,1,88,11.973533,0.0002851478681111,37.71037037580867,False,88
DS01,train,1,89,10.860767,4.936051567483446e-13,16.160138754054785,False,89
DS01,train,1,90,9.881971,1.2824186157445185e-12,16.719390164387747,False,90
DS01,train,1,91,8.973678,1.0735856648125265e-13,15.314779594117525,False,91
DS01,train,1,92,8.0428,8.791768444038617e-06,31.560670937542675,False,92
DS01,train,1,93,7.434331,1.0288436769201326e-12,16.588134169002586,False,93
DS01,train,1,94,7.0289574,1.6108219980104366e-08,23.934195409189044,False,94
DS01,train,1,95,6.568311,0.0002871101668744,37.724669942717526,False,95
DS01,train,1,96,5.7401304,2.566835632933362e-12,17.141574527378154,False,96
DS01,train,1,97,5.218575,2.0966028912994259e-10,20.175135522629542,False,97
DS01,train,1,98,4.9939218,8.980227268584606e-06,31.592695597000738,False,98
DS01,train,1,99,4.402464,5.0681899232962735e-08,25.093991283606115,False,99
DS01,train,1,100,3.9888983,7.366470988756646e-09,23.187120491693754,False,100
DS01,train,2,1,68.38274,1.967175359385287e-06,29.43010492585563,False,101
DS01,train,2,2,80.727135,0.3081231067035841,65.51899083661381,False,102
DS01,train,2,3,71.48133,0.999385248349174,117.15939109856116,False,103
DS01,train,2,4,76.2813,7.983439168635087e-07,28.257916100267604,False,104
DS01,train,2,5,79.12839,1.173285792765988e-05,32.00120707613856,False,105
DS01,train,2,6,75.33093,3.125022463024152e-11,18.7825459945952,False,106
DS01,train,2,7,71.52559,1.5804100197636117e-05,32.46712526684535,False,107
DS01,train,2,8,60.86899,0.0028410332298132,43.21260238243816,False,108
DS01,train,2,9,67.47647,3.345998060844124e-07,27.19635301920624,False,109
DS01,train,2,10,67.42641,3.467651298327823e-06,30.207910679226085,False,110
DS01,train,2,11,71.29477,1.2909440305630684e-07,26.10327212478865,False,111
DS01,train,2,12,80.10373,7.457069406413551e-10,21.182541744524467,False,112
DS01,train,2,13,62.308765,0.0001316109206173,36.1625691285362,False,113
DS01,train,2,14,62.417107,4.626156424603068e-07,27.58438968710687,False,114
DS01,train,2,15,67.35252,0.0087152680101313,46.59234942536104,False,115
DS01,train,2,16,63.2797,2.8313112376832095e-07,26.99960523126729,False,116
DS01,train,2,17,64.82484,0.999497883396888,118.10919134620872,False,117
DS01,train,2,18,73.37264,1.6080470288670767e-09,21.82683416625404,False,118
DS01,train,2,19,68.502235,1.3733472692400994e-08,23.77908985478966,False,119
DS01,train,2,20,73.8384,7.525704504018903e-10,21.19006624406665,False,120
DS01,train,2,21,77.719955,3.2523795878702803e-09,22.441868463043264,False,121
DS01,train,2,22,60.989826,7.967409912545964e-05,35.22055309824286,False,122
DS01,train,2,23,67.85282,4.02801278898135e-06,30.419110113047463,False,123
DS01,train,2,24,56.747807,0.0648114001610044,54.74240319225976,False,124
DS01,train,2,25,69.50957,6.17582251291049e-05,34.75963669964957,False,125
DS01,train,2,26,62.76612,1.894743381969377e-06,29.37978823604368,False,126
DS01,train,2,27,54.355503,0.0007255617573512,39.761718414661765,False,127
DS01,train,2,28,63.51857,1.3965846521468706e-06,28.97576722663963,False,128
DS01,train,2,29,58.993454,1.2321588194197376e-11,18.148311042247435,False,129
DS01,train,2,30,65.45484,0.9898108909728374,102.70954885217874,False,130
DS01,train,2,31,70.95374,7.842149363224139e-08,25.557750078799813,False,131
DS01,train,2,32,62.22209,9.752037510857292e-09,23.451053966963407,False,132
